City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
379,Brainerd,US,73.69,thunderstorm with rain,46.358,-94.2008,"Holiday Inn Express & Suites Brainerd-Baxter, an IHG Hotel"
380,Asfi,MA,68.02,clear sky,32.2994,-9.2372,Hôtel Abda
382,Santa Rosa,PH,85.1,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
384,Forio,IT,82.42,scattered clouds,40.7342,13.8646,Hotel Terme Providence
385,Half Moon Bay,US,66.79,overcast clouds,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
386,Cumberland,US,81.1,clear sky,35.0502,-78.8664,American Eagle Inn
389,Portland,US,70.66,clear sky,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
390,Sao Jose De Piranhas,BR,66.56,few clouds,-7.1206,-38.5019,Bom Jesus
393,Muros,ES,68.09,broken clouds,42.7762,-9.0603,Apartment Av. Castelao
394,Rapid City,US,74.46,mist,44.0805,-103.231,"Hotel Alex Johnson Rapid City, Curio Collection by Hilton"
395,Hare Bay,CA,67.35,broken clouds,48.8499,-54.0148,
396,Asau,RO,69.28,clear sky,46.4333,26.4,Casa Mika Ciobanus
397,Kearney,US,80.51,clear sky,40.6995,-99.0815,"Holiday Inn Kearney, an IHG Hotel"
400,Bogovina,RS,80.85,clear sky,43.895,21.9403,Casa Camelia
401,Kostyantynivka,UA,81.93,broken clouds,48.5277,37.7069,Мотель
404,Nabire,ID,82.08,overcast clouds,-3.3667,135.4833,Hotel Nusantara I
405,Aitape,PG,83.46,overcast clouds,-3.1374,142.3475,
408,Celestun,MX,77.13,few clouds,20.8667,-90.4,Posada Lilia
410,Tambura,SS,70.9,broken clouds,5.6,27.4667,Rikito Lodge
411,Kahului,US,80.83,few clouds,20.8947,-156.47,Maui Seaside Hotel
412,Ende,ID,82.0,broken clouds,-8.8432,121.6623,Dwi Putra Hotel - Ende
415,Takoradi,GH,71.37,few clouds,4.8845,-1.7554,Raybow International Hotel
416,Erzin,TR,83.93,clear sky,36.9559,36.2,Artemis Otel
417,Kavieng,PG,83.44,broken clouds,-2.5744,150.7967,Nusa Island Retreat
418,Shunyi,CN,84.15,few clouds,40.125,116.6453,Beijing Mingchen Holiday Hotel
419,Taicheng,CN,87.19,clear sky,38.731,113.228,五台山康旅酒店
420,Nouadhibou,MR,71.58,scattered clouds,20.931,-17.0347,El Medina
425,Hopkinsville,US,75.24,scattered clouds,36.8656,-87.4886,Hampton Inn & Suites Hopkinsville
426,Tatvan,TR,82.09,clear sky,38.5067,42.2817,Karaman
427,Nakhon Phanom,TH,85.68,light rain,17.3333,104.4167,ป่ายางรีสอร์ท
428,Xichang,CN,83.03,scattered clouds,27.8964,102.2634,Xichang ibis Hotel
429,Zaria,NG,69.58,overcast clouds,11.1113,7.7227,A.B.U Hotels
434,Nalut,LY,78.49,clear sky,30.3333,10.85,
435,Morant Bay,JM,80.22,overcast clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
436,Zelenoborsk,RU,79.5,broken clouds,61.4669,64.0333,
437,Matongo,TZ,70.66,scattered clouds,-2.3833,34.0833,
438,Gamba,GA,68.52,scattered clouds,-2.65,10.0,
440,Isawa,JP,83.79,overcast clouds,35.65,138.6333,旅館 深雪温泉
441,Moyale,KE,66.22,scattered clouds,3.5167,39.0584,La Tahzan Guest House
442,Kijang,KR,92.93,broken clouds,35.2442,129.2139,Samyang Beach Villa
444,Wahiawa,US,76.77,scattered clouds,21.5028,-158.0236,The Inn At Schofield
445,Tabou,CI,73.74,broken clouds,4.423,-7.3528,hotêl doufoulougou
447,Manzhouli,CN,73.87,light rain,49.6,117.4333,Angala International Youth Hostel
451,Bowen,AU,74.95,few clouds,-20.0167,148.2333,Castle Motor Lodge Motel
452,Mushie,CD,77.54,scattered clouds,-3.0167,16.9,
453,Broome,US,71.2,overcast clouds,42.2506,-75.833,Chenango Valley State Park
454,Kieta,PG,82.89,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
455,Puerto Asis,CO,66.56,overcast clouds,0.5133,-76.5007,Ayawaska Hostal
456,Corinto,GR,87.89,clear sky,37.9407,22.9573,Ephira Hotel
457,Dicabisagan,PH,84.61,broken clouds,17.0818,122.4157,Nancy Montanes Bernardo
458,Balykshi,KZ,86.0,clear sky,47.0667,51.8667,Гостиница Golden Rose
460,Port Blair,IN,82.44,moderate rain,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
461,Antalaha,MG,73.09,clear sky,-14.9003,50.2788,Hotel Vitasoa
462,Chebsara,RU,72.73,clear sky,59.2002,38.8356,
463,Nishihara,JP,88.88,mist,26.1842,127.7558,Minshuku Agaihama
464,Ponta Do Sol,PT,73.0,few clouds,32.6667,-17.1,Hotel do Campo
465,Bay City,US,73.11,clear sky,43.5945,-83.8889,DoubleTree by Hilton Hotel Bay City - Riverfront
466,Lewiston,US,75.63,overcast clouds,44.1003,-70.2148,Hilton Garden Inn Auburn Riverwatch
469,Ambon,ID,78.94,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
470,Tautira,PF,76.32,light rain,-17.7333,-149.15,Pension Oaoa
473,Rogaska Slatina,SI,78.8,clear sky,46.2375,15.6397,Grand Hotel Donat Superior
474,Ambulu,ID,83.1,broken clouds,-8.345,113.6058,Hotel Ambulu Jember
475,Watsa,CD,66.83,light rain,3.0372,29.5355,Hôtel Le Pacifique
476,Lumphat,KH,81.28,overcast clouds,13.4878,106.9816,Lumphat Homestay​ &​lake​side
478,Marsh Harbour,BS,83.61,clear sky,26.5412,-77.0636,Abaco Beach Resort
479,Coahuayana,MX,77.31,broken clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
480,Lashio,MM,76.3,overcast clouds,22.9333,97.75,Hotel CF Lashio - Burmese Only
481,Susehri,TR,71.78,clear sky,40.1644,38.0867,Su Vadi Hotel
482,Korla,CN,91.8,overcast clouds,41.7597,86.1469,Gulisitan Hotel
483,Kisangani,CD,73.24,light rain,0.5167,25.2,Grand Ramela Hotel
484,Singapore,SG,91.11,broken clouds,1.2897,103.8501,The Fullerton Hotel Singapore
486,Mukhtolovo,RU,74.52,overcast clouds,55.4644,43.1953,
487,Ostrovnoy,RU,69.1,overcast clouds,68.0531,39.5131,
488,Banjar,ID,86.83,broken clouds,-8.19,114.9675,The Hamsa Resort
489,Khash,IR,87.67,clear sky,28.2211,61.2158,خوابگاه آبجی محدثه
490,Tessalit,ML,88.56,scattered clouds,20.1986,1.0114,
491,Novobirilyussy,RU,65.55,broken clouds,56.9514,90.6661,Gostinitsa
493,Izhmorskiy,RU,71.22,scattered clouds,56.194,86.6414,Gostinitsa Ipk Yedigarovykh
494,Seymchan,RU,78.85,broken clouds,62.8833,152.4333,
495,Los Llanos De Aridane,ES,69.55,overcast clouds,28.6585,-17.9182,Valle Aridane
498,Duncan,US,88.05,clear sky,34.5023,-97.9578,Days Inn by Wyndham Duncan
499,Gornopravdinsk,RU,77.63,overcast clouds,60.05,69.9,Hostel
500,Tran,BG,75.22,clear sky,42.8353,22.6517,Erma & Spa Boutique Hotel
501,Asadabad,IR,80.55,clear sky,34.7824,48.1185,کامپیوتر صادق
502,Cockburn Town,TC,81.45,few clouds,21.4612,-71.1419,Osprey Beach Hotel
504,Altay,CN,82.06,clear sky,47.8667,88.1167,Jinqiao Hotel
505,Jalu,LY,82.58,clear sky,29.0331,21.5482,صاحبة الفخامة
507,Anzio,IT,85.32,clear sky,41.4853,12.6179,Hotel Lido Garda
509,Bhagalpur,IN,93.18,moderate rain,25.25,87.0,Rajhans International Hotel
510,Fengzhen,CN,84.65,scattered clouds,40.4394,113.1536,Feng Zhen Hotel
511,Mwene-Ditu,CD,71.94,broken clouds,-7.0,23.45,African'zuri
512,West Bay,KY,82.99,overcast clouds,19.3667,-81.4167,Calypso Cove
513,Zlatoust,RU,74.19,clear sky,55.1711,59.6508,Bellmont
514,Narasannapeta,IN,82.29,moderate rain,18.4167,84.05,AVK events and catering
515,Douglas,US,80.78,clear sky,41.3,-96.167,Hilton Garden Inn Omaha West
516,Zhezkazgan,KZ,80.58,clear sky,47.8043,67.7144,Hotel Zumrat
518,Wajir,KE,75.07,broken clouds,1.7471,40.0573,Mahatallah Hotel
519,Iralaya,HN,78.69,overcast clouds,15.0,-83.2333,Iglesia morava renovada
521,Ambovombe,MG,70.03,clear sky,-25.1667,46.0833,RELAHARA
523,Cumaral,CO,68.54,light rain,4.2708,-73.4867,Finca El Jecho
524,Atikokan,CA,65.46,overcast clouds,48.7555,-91.6216,Quetico Inn (formerly Radisson)
525,Osoyoos,CA,73.81,broken clouds,49.0331,-119.4524,Watermark Beach Resort
526,Gushikawa,JP,88.83,mist,26.3544,127.8686,Kirari Guest House
528,Belyy Yar,RU,70.86,clear sky,53.6039,91.3903,Pasportnyy Stol
532,Chichimila,MX,73.35,few clouds,20.6167,-88.2167,Casa Kiin
533,Chardara,KZ,88.92,clear sky,41.2547,67.9692,Жанаргул
535,Liuhe,CN,84.79,broken clouds,42.2401,125.7172,Grain Hostel
536,Bitam,GA,68.32,overcast clouds,2.076,11.5007,HOTEL JEANNE YEBE BITAM
537,Gizo,SB,83.77,light rain,-8.103,156.8419,Imagination Island
539,Tyukalinsk,RU,76.01,scattered clouds,55.8732,72.1967,Гостиница Тюкалинск
540,Urengoy,RU,69.53,overcast clouds,65.9667,78.3667,Gostinnitsa Medveditsa
541,Sabaudia,IT,85.78,scattered clouds,41.3003,13.0282,Oasi di Kufra
542,Houma,US,77.0,clear sky,29.5958,-90.7195,Courtyard by Marriott Houma
544,Bahia Honda,CU,77.41,moderate rain,22.9036,-83.1592,Casa Gualberto - Deysi
546,Yabrud,SY,86.47,clear sky,33.9674,36.6574,صالة افراح الاندلس
547,Cleveland,US,74.23,clear sky,41.4995,-81.6954,Renaissance Cleveland Hotel
548,Matadi,CD,68.07,broken clouds,-5.8167,13.45,Hotel Vivi Palace
551,Yar-Sale,RU,69.71,broken clouds,66.8333,70.8333,Yalemd
552,Pandan,PH,85.08,light rain,14.0453,124.1694,Bonifacio Lodge
553,Fort Nelson,CA,67.59,broken clouds,58.8053,-122.7002,The Fort Nelson Hotel
554,San,ML,75.04,broken clouds,13.3034,-4.8956,Hôtel Teriya
555,Lagoa,PT,73.92,light rain,39.05,-27.9833,Casa Das Faias
556,Rishra,IN,84.18,haze,22.7142,88.3478,The Orion Corporation India
558,Tuy Hoa,VN,91.13,overcast clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
560,Sibolga,ID,85.03,scattered clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
561,Havelock,US,82.94,overcast clouds,34.8791,-76.9013,Sherwood Motel
562,Uvat,RU,77.86,broken clouds,59.1433,68.8953,Uvatskiy Rayonnyy Dom Kul'tury
564,Cap-Haitien,HT,79.14,overcast clouds,19.7578,-72.2042,Habitation Jouissant
566,Sampit,ID,89.56,overcast clouds,-2.5333,112.95,Aquarius Boutique Hotel Sampit
569,Makakilo City,US,78.57,scattered clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
570,Kamakwie,SL,70.93,overcast clouds,9.5,-12.2333,White House Hotel
571,Matara,LK,82.74,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
572,Krasnovka,RU,82.83,broken clouds,48.8177,40.0923,
576,Sajanan,TN,79.88,clear sky,37.0573,9.2426,Mine de Dhoihria
577,Praia,CV,77.09,overcast clouds,14.9215,-23.5087,LT Aparthotel
578,Horodyshche,UA,74.62,clear sky,49.2849,31.4451,Noyev Kovcheh
579,Oroville,US,82.6,overcast clouds,39.5138,-121.5564,"Holiday Inn Express & Suites Oroville Lake, an IHG Hotel"
580,Gariaband,IN,88.36,overcast clouds,20.635,82.0614,हंसराज ट्रैक्टर
583,Cukai,MY,78.91,overcast clouds,4.25,103.4167,OYO 90038 Dalyla Inn Chalet
585,Agadir,MA,70.25,broken clouds,30.4202,-9.5982,Iberostar Founty Beach
586,Carballo,ES,67.01,overcast clouds,43.213,-8.691,Pazo do Souto
588,Zarand,IR,82.11,clear sky,30.8127,56.564,مهمانسرای فناپ
591,Crnomelj,SI,71.62,clear sky,45.5711,15.1889,Gostilna Müller
593,Cosala,MX,72.12,overcast clouds,24.4125,-106.6908,Hotel Real del Conde
594,Les Cayes,HT,78.44,broken clouds,18.2,-73.75,Villa Orphee
596,Sabha,LY,87.89,clear sky,27.0377,14.4283,محطة ام الارانب -سبها مواصلات
597,Mao,ES,77.56,clear sky,39.8885,4.2658,ARTIEM Capri
598,Chontalpa,MX,74.21,broken clouds,17.7,-93.5167,
599,Kalmunai,LK,90.05,overcast clouds,7.4167,81.8167,VS Villa
601,Naliya,IN,79.03,overcast clouds,23.2667,68.8333,jadeja jayendrasinh
602,Methoni,GR,87.22,clear sky,36.8197,21.7049,Methoni Beach Hotel
603,Nara,JP,91.96,broken clouds,34.6851,135.8049,Guesthouse Nara Komachi
604,Puerto Princesa,PH,79.0,light rain,9.7392,118.7353,Deep Forest Garden Inn
605,Ha Giang,VN,83.03,overcast clouds,22.8333,104.9833,Truong Xuan Resort
607,Siparia,TT,76.82,broken clouds,10.1333,-61.5,Brook Gardens
608,Bafq,IR,92.91,clear sky,31.6128,55.4107,Alamdar Hotel
609,Tartus,SY,84.04,clear sky,34.889,35.8866,Mahmoud’s Home
611,Rafai,CF,70.74,overcast clouds,4.95,23.9167,
613,Greenwood,US,76.62,clear sky,34.1668,-82.1165,Quality Inn Greenwood Hwy 25
614,Manaure,CO,80.37,broken clouds,11.7751,-72.4445,Hotel Palaaima
615,Vysokopillya,UA,76.12,few clouds,47.4919,33.5306,
616,Ushtobe,KZ,90.34,few clouds,45.2514,77.9838,"Gostinitsa ""Diyar"""
617,Tezu,IN,93.79,scattered clouds,27.9167,96.1667,Circuit House
618,Singkang,MY,87.22,overcast clouds,2.1006,102.7994,Kampung Seri Makmor Pagoh
621,Maturin,VE,71.71,scattered clouds,9.75,-63.1767,Hotel Residencial La Pichincha
622,Vodnyy,RU,80.08,broken clouds,63.5046,53.4095,Каменка
624,Upata,VE,74.19,broken clouds,8.0086,-62.3989,Posada Villa Nela
625,Hamilton,US,75.15,overcast clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
626,Arbagar,RU,73.08,broken clouds,51.9438,116.2805,
628,Togur,RU,75.51,broken clouds,58.3631,82.8265,
629,Carroll,US,73.04,overcast clouds,39.5501,-77.0164,Best Western Westminster Hotel
630,Toktogul,KG,77.16,scattered clouds,41.8708,72.9402,KAGAN
631,Nanakuli,US,79.99,scattered clouds,21.3906,-158.1547,Camp Pālehua
632,Maragheh,IR,85.44,clear sky,37.3917,46.2398,Maragheh Grand Hotel
633,Chandur,IN,84.85,overcast clouds,19.7333,79.1833,Devasni Chit Funds P Ltd(SURYA)
634,Ambanja,MG,78.06,scattered clouds,-13.6833,48.45,Hotel Salama and Fast Food
635,Santa Quiteria,BR,70.97,clear sky,-4.3319,-40.1567,Tahen Hotel
637,Glenwood Springs,US,70.83,overcast clouds,39.5505,-107.3248,Glenwood Springs Cedar Lodge
639,Kande,TG,70.07,overcast clouds,9.9578,1.0447,
642,Tual,ID,77.31,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
643,Goderich,CA,72.91,clear sky,43.7501,-81.7165,Harmony Inn
645,Marsaxlokk,MT,81.21,clear sky,35.8419,14.5431,Water's Edge
646,Srandakan,ID,83.05,scattered clouds,-7.9386,110.2506,Puri Brata
647,Paciran,ID,86.92,broken clouds,-6.8767,112.3761,Tanjung Kodok Beach Resort
648,Pontes E Lacerda,BR,71.76,broken clouds,-15.2261,-59.3353,Hotel Bressan
649,Pontianak,ID,85.98,broken clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
650,Zhanaozen,KZ,85.26,overcast clouds,43.3,52.8,K.korabay 28A
652,Leshukonskoye,RU,77.58,few clouds,64.8989,45.7622,Pryalitsa Hostel
653,Touros,BR,71.46,few clouds,-5.1989,-35.4608,INN NEW HORIZON
654,Usinsk,RU,73.38,broken clouds,65.9939,57.5281,Dobro Pozhalovaty
657,Belmonte,BR,70.92,few clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
658,Haimen,CN,86.11,few clouds,23.1935,116.6142,Shantou Chaoyang Donghui Hotel
659,Sawtell,AU,68.02,scattered clouds,-30.3833,153.1,The Bungalow Sawtell
660,Ponta Delgada,PT,72.32,broken clouds,37.7333,-25.6667,Vila Nova Hotel
661,Frontera,MX,87.33,clear sky,26.9333,-101.45,Fiesta Inn Monclova
663,Tibu,CO,73.36,overcast clouds,8.639,-72.7358,Hotel Yuliana's
664,Camocim,BR,73.85,clear sky,-2.9022,-40.8411,Ilha Praia Hotel
665,Naze,JP,83.5,light rain,28.3667,129.4833,Shishime Hotel
666,Iberia,US,78.96,clear sky,29.9502,-91.7507,back to back rv park
667,Benghazi,LY,80.47,clear sky,32.1167,20.0667,Tibesti Hotel
668,Hambantota,LK,86.34,scattered clouds,6.1241,81.1185,Bungalow 63
669,Itoman,JP,89.62,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
670,Baena,ES,77.65,clear sky,37.6167,-4.3225,La Casa Grande
671,Nizhniy Odes,RU,78.66,overcast clouds,63.6445,54.856,Gostinitsa Uyut
672,El Fuerte,MX,78.96,overcast clouds,26.4189,-108.6194,Hotel Rio Vista
673,Marzuq,YE,80.26,broken clouds,14.4,46.4667,
674,Maceio,BR,71.04,scattered clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
676,Guangyuan,CN,91.78,scattered clouds,32.442,105.823,Guangyuan Poetry Hotel
678,Altamira,BR,71.1,clear sky,-3.2033,-52.2064,Requinte Hotel
679,Jacareacanga,BR,73.76,scattered clouds,-6.2222,-57.7528,Casa do Ian😎
681,Lodja,CD,75.92,scattered clouds,-3.4833,23.4333,
686,Cascais,PT,68.94,broken clouds,38.6979,-9.4215,Hotel Vila Galé Cascais
687,Kapit,MY,86.63,light rain,2.0167,112.9333,Hotel Meligai Kapit
688,Yarmouth,US,78.91,clear sky,41.7057,-70.2286,Blue Rock Resort
690,Kumluca,TR,85.48,clear sky,36.3703,30.2869,Akkol Apart
691,Kampot,KH,84.25,moderate rain,10.6167,104.1833,Two Moons Hotel
693,Itarema,BR,76.55,clear sky,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
694,Malpura,IN,89.65,few clouds,26.2833,75.3833,Tak House cum Legal Advisory Chambers
695,Muncar,ID,82.98,broken clouds,-8.4333,114.3333,Zaky Homestay
697,Razole,IN,84.97,overcast clouds,16.4833,81.8333,Sterling Palavelli Godavari
698,Buchanan,LR,74.1,overcast clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
701,Kamaishi,JP,73.36,overcast clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
702,Quelimane,MZ,69.93,clear sky,-17.8786,36.8883,Hotel Flamingo
704,Buala,SB,84.85,overcast clouds,-8.145,159.5921,Maringe Lagoon Lodge
706,Yankton,US,83.12,broken clouds,42.8711,-97.3973,"Holiday Inn Express & Suites Yankton, an IHG Hotel"
707,Akyab,MM,84.54,overcast clouds,20.15,92.9,ဟိုတယ် မန်မိုရီ
709,Massaguet,TD,75.11,light rain,12.4755,15.4365,Alwatane
712,Gijon,ES,66.0,overcast clouds,43.5357,-5.6615,Hotel Norte
713,Cabra,ES,71.62,clear sky,37.4725,-4.4421,MS Fuente Las Piedras
714,Vrangel,RU,75.54,broken clouds,42.7297,133.0839,"Отель ""БАЛИ"""
715,Tomatlan,MX,75.16,overcast clouds,19.9333,-105.25,El Salvial
716,Eirunepe,BR,71.87,overcast clouds,-6.6603,-69.8736,Hotel novo Acre & Comercial Aguiar
717,Impfondo,CG,71.85,scattered clouds,1.6381,18.0667,Auberge La Place de Jules
718,Rockingham,US,75.38,few clouds,42.9668,-71.0995,Iron Wheel Mobile Home Park
719,Kotaparh,IN,81.48,moderate rain,19.15,82.35,Atul Pattnaik
720,Gallup,US,71.44,clear sky,35.5281,-108.7426,Quality Inn & Suites Gallup I-40 Exit 20
