City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
Marsh Harbour,BS,26.5412,-77.0636,83.61,69,3,15.12,clear sky
Coahuayana,MX,18.7333,-103.6833,77.31,90,64,3.13,broken clouds
Lashio,MM,22.9333,97.75,76.3,90,94,1.21,overcast clouds
Susehri,TR,40.1644,38.0867,71.78,56,4,1.01,clear sky
Korla,CN,41.7597,86.1469,91.8,22,95,6.53,overcast clouds
Kisangani,CD,0.5167,25.2,73.24,92,92,2.21,light rain
Singapore,SG,1.2897,103.8501,91.11,61,75,12.66,broken clouds
Santa Luzia,BR,-19.7697,-43.8514,61.7,82,0,0.0,clear sky
Mukhtolovo,RU,55.4644,43.1953,74.52,57,97,5.7,overcast clouds
Ostrovnoy,RU,68.0531,39.5131,69.1,76,100,19.98,overcast clouds
Banjar,ID,-8.19,114.9675,86.83,54,81,1.81,broken clouds
Khash,IR,28.2211,61.2158,87.67,13,2,6.13,clear sky
Tessalit,ML,20.1986,1.0114,88.56,36,26,5.12,scattered clouds
Novobirilyussy,RU,56.9514,90.6661,65.55,61,57,5.12,broken clouds
Dolores,AR,-36.3132,-57.6792,42.1,69,21,2.1,few clouds
Izhmorskiy,RU,56.194,86.6414,71.22,45,30,3.71,scattered clouds
Seymchan,RU,62.8833,152.4333,78.85,41,51,15.52,broken clouds
Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,73,100,13.8,overcast clouds
General Pico,AR,-35.6566,-63.7568,51.24,49,100,11.14,overcast clouds
Okato,NZ,-39.2,173.8833,59.52,92,100,24.0,light rain
Duncan,US,34.5023,-97.9578,88.05,40,0,11.5,clear sky
Gornopravdinsk,RU,60.05,69.9,77.63,46,87,6.26,overcast clouds
Tran,BG,42.8353,22.6517,75.22,46,0,2.19,clear sky
Asadabad,IR,34.7824,48.1185,80.55,16,1,4.32,clear sky
Cockburn Town,TC,21.4612,-71.1419,81.45,77,12,21.12,few clouds
San Miguel El Alto,MX,21.0167,-102.35,58.86,69,48,5.23,scattered clouds
Altay,CN,47.8667,88.1167,82.06,22,7,12.39,clear sky
Jalu,LY,29.0331,21.5482,82.58,34,0,6.73,clear sky
Flin Flon,CA,54.7682,-101.865,45.41,96,80,5.73,broken clouds
Anzio,IT,41.4853,12.6179,85.32,85,1,6.38,clear sky
Maldonado,UY,-34.6667,-54.9167,41.23,87,2,3.15,clear sky
Bhagalpur,IN,25.25,87.0,93.18,53,100,11.54,moderate rain
Fengzhen,CN,40.4394,113.1536,84.65,49,50,18.07,scattered clouds
Mwene-Ditu,CD,-7.0,23.45,71.94,34,55,7.83,broken clouds
West Bay,KY,19.3667,-81.4167,82.99,84,94,1.01,overcast clouds
Zlatoust,RU,55.1711,59.6508,74.19,41,4,4.18,clear sky
Narasannapeta,IN,18.4167,84.05,82.29,81,98,5.01,moderate rain
Douglas,US,41.3,-96.167,80.78,78,0,10.36,clear sky
Zhezkazgan,KZ,47.8043,67.7144,80.58,24,0,22.37,clear sky
Camana,PE,-16.6228,-72.7111,60.37,85,73,7.85,broken clouds
Wajir,KE,1.7471,40.0573,75.07,53,54,17.47,broken clouds
Iralaya,HN,15.0,-83.2333,78.69,86,100,7.7,overcast clouds
Vitim,RU,59.4511,112.5578,55.85,90,100,6.33,light rain
Ambovombe,MG,-25.1667,46.0833,70.03,62,0,8.57,clear sky
Namibe,AO,-15.1961,12.1522,60.19,93,26,3.22,scattered clouds
Cumaral,CO,4.2708,-73.4867,68.54,96,100,3.31,light rain
Atikokan,CA,48.7555,-91.6216,65.46,94,100,7.94,overcast clouds
Osoyoos,CA,49.0331,-119.4524,73.81,35,60,8.05,broken clouds
Gushikawa,JP,26.3544,127.8686,88.83,78,75,5.75,mist
Lebu,CL,-37.6167,-73.65,49.75,91,100,4.09,overcast clouds
Belyy Yar,RU,53.6039,91.3903,70.86,39,0,6.71,clear sky
Berlevag,NO,70.8578,29.0864,57.15,58,97,0.0,overcast clouds
Walvis Bay,NA,-22.9575,14.5053,53.1,100,100,8.05,fog
Henties Bay,NA,-22.116,14.2845,56.59,82,26,3.91,scattered clouds
Chichimila,MX,20.6167,-88.2167,73.35,95,13,2.28,few clouds
Chardara,KZ,41.2547,67.9692,88.92,27,2,7.02,clear sky
Zhigansk,RU,66.7697,123.3711,54.91,99,100,9.57,moderate rain
Liuhe,CN,42.2401,125.7172,84.79,53,54,4.0,broken clouds
Bitam,GA,2.076,11.5007,68.32,98,99,1.97,overcast clouds
Gizo,SB,-8.103,156.8419,83.77,72,99,10.27,light rain
Lasa,IT,46.6166,10.7002,64.69,81,46,3.78,scattered clouds
Tyukalinsk,RU,55.8732,72.1967,76.01,47,47,7.85,scattered clouds
Urengoy,RU,65.9667,78.3667,69.53,55,88,8.25,overcast clouds
Sabaudia,IT,41.3003,13.0282,85.78,85,27,5.08,scattered clouds
Houma,US,29.5958,-90.7195,77.0,93,0,3.44,clear sky
Kauhajoki,FI,62.4333,22.1833,62.58,99,100,5.01,overcast clouds
Bahia Honda,CU,22.9036,-83.1592,77.41,86,6,4.68,moderate rain
Tazovskiy,RU,67.4667,78.7,54.55,94,99,11.3,overcast clouds
Yabrud,SY,33.9674,36.6574,86.47,29,0,7.85,clear sky
Cleveland,US,41.4995,-81.6954,74.23,92,0,0.0,clear sky
Matadi,CD,-5.8167,13.45,68.07,81,83,4.56,broken clouds
Porirua,NZ,-41.1333,174.85,58.42,90,100,27.18,moderate rain
Quesnel,CA,52.9999,-122.5029,54.1,87,0,0.0,clear sky
Yar-Sale,RU,66.8333,70.8333,69.71,55,69,12.73,broken clouds
Pandan,PH,14.0453,124.1694,85.08,70,100,7.72,light rain
Fort Nelson,CA,58.8053,-122.7002,67.59,49,75,6.91,broken clouds
San,ML,13.3034,-4.8956,75.04,84,74,7.09,broken clouds
Lagoa,PT,39.05,-27.9833,73.92,85,57,11.72,light rain
Rishra,IN,22.7142,88.3478,84.18,84,75,5.75,haze
Oranjemund,NA,-28.55,16.4333,53.33,84,54,3.53,broken clouds
Tuy Hoa,VN,13.0833,109.3,91.13,52,100,12.62,overcast clouds
Camacupa,AO,-12.0167,17.4833,56.46,38,48,4.72,scattered clouds
Sibolga,ID,1.7427,98.7792,85.03,60,48,5.28,scattered clouds
Havelock,US,34.8791,-76.9013,82.94,91,86,4.0,overcast clouds
Uvat,RU,59.1433,68.8953,77.86,46,74,7.02,broken clouds
Kipushi,CD,-11.7667,27.2333,60.44,54,6,9.24,clear sky
Cap-Haitien,HT,19.7578,-72.2042,79.14,78,89,9.44,overcast clouds
Arman,RU,59.7,150.1667,62.02,79,96,6.53,overcast clouds
Sampit,ID,-2.5333,112.95,89.56,49,86,4.9,overcast clouds
Nova Paka,CZ,50.4945,15.515,60.13,87,100,5.19,moderate rain
Chopinzinho,BR,-25.8558,-52.5233,47.32,82,26,3.27,scattered clouds
Makakilo City,US,21.3469,-158.0858,78.57,75,40,3.44,scattered clouds
Kamakwie,SL,9.5,-12.2333,70.93,99,97,2.59,overcast clouds
Matara,LK,5.9485,80.5353,82.74,71,100,13.71,overcast clouds
Krasnovka,RU,48.8177,40.0923,82.83,29,67,10.07,broken clouds
Srednekolymsk,RU,67.45,153.6833,60.28,65,100,4.52,overcast clouds
Smithers,CA,54.7804,-127.1743,56.35,75,87,3.94,overcast clouds
Rio Gallegos,AR,-51.6226,-69.2181,36.07,98,100,4.36,overcast clouds
Sajanan,TN,37.0573,9.2426,79.88,78,2,12.77,clear sky
Praia,CV,14.9215,-23.5087,77.09,85,91,7.67,overcast clouds
Horodyshche,UA,49.2849,31.4451,74.62,60,0,9.51,clear sky
Oroville,US,39.5138,-121.5564,82.6,56,98,5.26,overcast clouds
Gariaband,IN,20.635,82.0614,88.36,62,86,3.8,overcast clouds
Havre-Saint-Pierre,CA,50.2334,-63.5986,46.76,93,0,2.3,clear sky
Bonavista,CA,48.6499,-53.1147,64.02,97,77,11.25,broken clouds
Cukai,MY,4.25,103.4167,78.91,80,100,2.57,overcast clouds
Carahue,CL,-38.7,-73.1667,46.94,99,100,2.21,moderate rain
Agadir,MA,30.4202,-9.5982,70.25,51,60,2.64,broken clouds
Carballo,ES,43.213,-8.691,67.01,88,93,8.77,overcast clouds
Miraflores,MX,19.2167,-98.8083,62.87,84,29,2.37,scattered clouds
Zarand,IR,30.8127,56.564,82.11,17,0,5.26,clear sky
Rognan,NO,67.0953,15.3878,56.05,64,57,8.19,broken clouds
Vagur,FO,61.4732,-6.8119,51.1,93,99,15.12,overcast clouds
Crnomelj,SI,45.5711,15.1889,71.62,68,0,3.51,clear sky
Coihaique,CL,-45.5752,-72.0662,28.63,90,33,3.33,scattered clouds
Cosala,MX,24.4125,-106.6908,72.12,88,100,3.22,overcast clouds
Les Cayes,HT,18.2,-73.75,78.44,81,60,0.45,broken clouds
Weinan,CN,34.5036,109.5089,101.53,39,4,6.26,clear sky
Sabha,LY,27.0377,14.4283,87.89,23,1,14.76,clear sky
Mao,ES,39.8885,4.2658,77.56,88,0,3.44,clear sky
Chontalpa,MX,17.7,-93.5167,74.21,87,59,2.24,broken clouds
Kalmunai,LK,7.4167,81.8167,90.05,46,98,7.45,overcast clouds
Fairbanks,US,64.8378,-147.7164,55.09,84,99,1.01,overcast clouds
Naliya,IN,23.2667,68.8333,79.03,89,100,7.81,overcast clouds
Methoni,GR,36.8197,21.7049,87.22,56,0,9.55,clear sky
Nara,JP,34.6851,135.8049,91.96,73,75,2.35,broken clouds
Puerto Princesa,PH,9.7392,118.7353,79.0,89,97,7.16,light rain
Ha Giang,VN,22.8333,104.9833,83.03,93,90,3.98,overcast clouds
Andenes,NO,69.3143,16.1194,55.92,82,0,14.97,clear sky
Siparia,TT,10.1333,-61.5,76.82,95,77,9.4,broken clouds
Bafq,IR,31.6128,55.4107,92.91,14,0,8.19,clear sky
Tartus,SY,34.889,35.8866,84.04,64,0,8.43,clear sky
Suntar,RU,62.1444,117.6319,58.26,66,100,8.12,overcast clouds
Rafai,CF,4.95,23.9167,70.74,96,99,1.99,overcast clouds
Soldotna,US,60.4878,-151.0583,56.01,87,79,12.86,broken clouds
Greenwood,US,34.1668,-82.1165,76.62,57,0,0.0,clear sky
Manaure,CO,11.7751,-72.4445,80.37,78,51,13.49,broken clouds
Vysokopillya,UA,47.4919,33.5306,76.12,58,19,8.37,few clouds
Ushtobe,KZ,45.2514,77.9838,90.34,20,11,11.21,few clouds
Tezu,IN,27.9167,96.1667,93.79,61,40,3.0,scattered clouds
Singkang,MY,2.1006,102.7994,87.22,53,91,4.45,overcast clouds
Wageningen,NL,51.9667,5.6667,56.82,92,3,4.21,clear sky
Verkhnetulomskiy,RU,68.6073,31.7962,53.73,98,100,6.13,overcast clouds
Maturin,VE,9.75,-63.1767,71.71,98,45,3.69,scattered clouds
Vodnyy,RU,63.5046,53.4095,80.08,47,67,7.7,broken clouds
Berdigestyakh,RU,62.0989,126.6992,54.59,93,100,3.02,overcast clouds
Upata,VE,8.0086,-62.3989,74.19,97,83,4.16,broken clouds
Hamilton,US,39.1834,-84.5333,75.15,95,100,0.0,overcast clouds
Arbagar,RU,51.9438,116.2805,73.08,42,60,6.51,broken clouds
Yerbogachen,RU,61.2767,108.0108,48.02,92,100,8.1,light rain
Togur,RU,58.3631,82.8265,75.51,47,54,4.5,broken clouds
Carroll,US,39.5501,-77.0164,73.04,87,100,1.99,overcast clouds
Toktogul,KG,41.8708,72.9402,77.16,39,36,3.44,scattered clouds
Nanakuli,US,21.3906,-158.1547,79.99,69,40,3.44,scattered clouds
Maragheh,IR,37.3917,46.2398,85.44,29,0,3.56,clear sky
Chandur,IN,19.7333,79.1833,84.85,73,99,8.79,overcast clouds
Ambanja,MG,-13.6833,48.45,78.06,53,49,0.69,scattered clouds
Santa Quiteria,BR,-4.3319,-40.1567,70.97,73,0,3.27,clear sky
Pincher Creek,CA,49.4833,-113.952,55.89,59,96,2.8,overcast clouds
Glenwood Springs,US,39.5505,-107.3248,70.83,62,100,10.36,overcast clouds
Bahir Dar,ET,11.5936,37.3908,59.88,97,100,3.15,heavy intensity rain
Kande,TG,9.9578,1.0447,70.07,89,100,1.83,overcast clouds
Sandpoint,US,48.2766,-116.5533,61.63,69,0,0.0,clear sky
Marystown,CA,47.1666,-55.1483,64.85,100,95,1.01,overcast clouds
Tual,ID,-5.6667,132.75,77.31,87,97,8.43,overcast clouds
Goderich,CA,43.7501,-81.7165,72.91,94,0,9.08,clear sky
Byumba,RW,-1.5763,30.0675,55.6,61,66,3.58,broken clouds
Marsaxlokk,MT,35.8419,14.5431,81.21,78,0,10.36,clear sky
Srandakan,ID,-7.9386,110.2506,83.05,67,26,11.16,scattered clouds
Paciran,ID,-6.8767,112.3761,86.92,54,51,4.94,broken clouds
Pontes E Lacerda,BR,-15.2261,-59.3353,71.76,57,83,0.56,broken clouds
Pontianak,ID,-0.0333,109.3333,85.98,70,75,4.61,broken clouds
Zhanaozen,KZ,43.3,52.8,85.26,26,100,13.62,overcast clouds
Linxi,CN,39.7,118.4333,99.81,43,84,8.43,broken clouds
Leshukonskoye,RU,64.8989,45.7622,77.58,53,16,8.9,few clouds
Touros,BR,-5.1989,-35.4608,71.46,91,23,10.07,few clouds
Usinsk,RU,65.9939,57.5281,73.38,54,62,11.3,broken clouds
Serta,PT,39.8085,-8.0988,61.43,87,0,1.99,clear sky
Collie,AU,-33.3667,116.15,56.28,71,89,10.09,overcast clouds
Belmonte,BR,-15.8631,-38.8828,70.92,84,23,6.93,few clouds
Haimen,CN,23.1935,116.6142,86.11,74,19,7.14,few clouds
Sawtell,AU,-30.3833,153.1,68.02,64,27,10.36,scattered clouds
Ponta Delgada,PT,37.7333,-25.6667,72.32,94,75,0.0,broken clouds
Frontera,MX,26.9333,-101.45,87.33,45,3,1.01,clear sky
College,US,64.8569,-147.8028,57.15,82,75,8.05,broken clouds
Tibu,CO,8.639,-72.7358,73.36,100,94,3.53,overcast clouds
Camocim,BR,-2.9022,-40.8411,73.85,88,1,10.22,clear sky
Naze,JP,28.3667,129.4833,83.5,70,88,3.02,light rain
Iberia,US,29.9502,-91.7507,78.96,88,0,5.75,clear sky
Benghazi,LY,32.1167,20.0667,80.47,68,0,8.61,clear sky
Hambantota,LK,6.1241,81.1185,86.34,74,40,13.8,scattered clouds
Itoman,JP,26.1247,127.6694,89.62,77,75,12.66,broken clouds
Baena,ES,37.6167,-4.3225,77.65,58,0,0.31,clear sky
Nizhniy Odes,RU,63.6445,54.856,78.66,49,90,6.89,overcast clouds
El Fuerte,MX,26.4189,-108.6194,78.96,73,100,3.29,overcast clouds
Marzuq,YE,14.4,46.4667,80.26,54,76,2.84,broken clouds
Maceio,BR,-9.6658,-35.7353,71.04,94,40,3.44,scattered clouds
Magistralnyy,RU,56.1725,107.4458,46.71,95,99,5.97,light rain
Guangyuan,CN,32.442,105.823,91.78,58,44,10.07,scattered clouds
Hit,IQ,33.6416,42.8251,108.55,13,21,10.31,few clouds
Altamira,BR,-3.2033,-52.2064,71.1,90,10,2.04,clear sky
Jacareacanga,BR,-6.2222,-57.7528,73.76,60,34,2.15,scattered clouds
Tsabong,BW,-26.0217,22.401,56.08,32,95,8.46,overcast clouds
Lodja,CD,-3.4833,23.4333,75.92,42,33,0.92,scattered clouds
Tolaga Bay,NZ,-38.3667,178.3,57.07,63,77,5.39,broken clouds
Sharjah,AE,25.3573,55.4033,100.69,44,8,11.5,clear sky
Visnes,NO,59.3556,5.2242,54.21,76,75,23.02,broken clouds
La Plata,AR,-34.9215,-57.9545,50.02,75,1,5.97,clear sky
Cascais,PT,38.6979,-9.4215,68.94,88,59,10.0,broken clouds
Kapit,MY,2.0167,112.9333,86.63,60,97,3.33,light rain
Yarmouth,US,41.7057,-70.2286,78.91,87,0,9.22,clear sky
Brae,GB,60.3964,-1.353,52.54,79,21,10.65,few clouds
Kumluca,TR,36.3703,30.2869,85.48,65,0,3.33,clear sky
Kampot,KH,10.6167,104.1833,84.25,75,100,7.63,moderate rain
Cananeia,BR,-25.0147,-47.9267,62.31,89,97,4.54,overcast clouds
Itarema,BR,-2.9248,-39.9167,76.55,83,1,13.04,clear sky
Malpura,IN,26.2833,75.3833,89.65,57,14,4.99,few clouds
Muncar,ID,-8.4333,114.3333,82.98,66,84,7.9,broken clouds
Lakes Entrance,AU,-37.8811,147.981,59.16,65,30,6.11,scattered clouds
Razole,IN,16.4833,81.8333,84.97,72,94,8.16,overcast clouds
Buchanan,LR,5.8808,-10.0467,74.1,87,99,7.85,overcast clouds
Coos Bay,US,43.3665,-124.2179,57.92,97,100,11.5,overcast clouds
Okhotsk,RU,59.3833,143.3,57.81,87,100,17.69,overcast clouds
Kamaishi,JP,39.2667,141.8833,73.36,72,100,7.18,overcast clouds
Quelimane,MZ,-17.8786,36.8883,69.93,75,0,2.59,clear sky
The Pas,CA,53.8251,-101.2541,50.4,82,98,12.15,overcast clouds
Buala,SB,-8.145,159.5921,84.85,67,100,6.51,overcast clouds
Ranfurly,NZ,-45.1333,170.1,48.11,95,100,3.11,overcast clouds
Yankton,US,42.8711,-97.3973,83.12,80,83,15.61,broken clouds
Akyab,MM,20.15,92.9,84.54,78,99,17.27,overcast clouds
Aktash,RU,50.3,87.7333,60.53,41,5,2.57,clear sky
Massaguet,TD,12.4755,15.4365,75.11,80,67,8.48,light rain
Vossevangen,NO,60.623,6.4229,52.54,97,100,4.45,overcast clouds
Shangrao,CN,28.4532,117.9686,100.44,38,99,1.63,overcast clouds
Gijon,ES,43.5357,-5.6615,66.0,90,99,3.0,overcast clouds
Cabra,ES,37.4725,-4.4421,71.62,51,0,1.25,clear sky
Vrangel,RU,42.7297,133.0839,75.54,86,65,4.65,broken clouds
Tomatlan,MX,19.9333,-105.25,75.16,98,100,2.42,overcast clouds
Eirunepe,BR,-6.6603,-69.8736,71.87,99,100,0.87,overcast clouds
Impfondo,CG,1.6381,18.0667,71.85,93,33,3.33,scattered clouds
Rockingham,US,42.9668,-71.0995,75.38,88,18,2.53,few clouds
Kotaparh,IN,19.15,82.35,81.48,73,96,4.97,moderate rain
Gallup,US,35.5281,-108.7426,71.44,54,0,5.75,clear sky
